what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1375180995376
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1375180995377
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1375180995377
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1375180995378
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1375180995378
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1375180995379
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1375180995379
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1375180995380
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1375180995380
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1375180995380
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1375180995406
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1375180995456
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1375180995457
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1375180995458
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1375180995458
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1375180995458
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1375180995490
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1375180995490
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1375180995490
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1375180995490
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1375180995491
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1375180995491
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1375180995491
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1375180995492
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1375180995492
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1375180995492
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1375180995493
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1375180995493
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1375180995493
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1375180995493
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1375180995494
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1375180995494
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1375180995494
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1375180995494
started,bundle,com.aptana.shared_core,2.7.1.2012100913,"com.aptana.shared_core",1375180995495
started,bundle,com.python.pydev.analysis,2.7.1.2012100913,"com.python.pydev.analysis",1375180995495
started,bundle,org.python.pydev,2.7.1.2012100913,"org.python.pydev",1375180995521
started,bundle,org.python.pydev.core,2.7.1.2012100913,"org.python.pydev.core",1375180995521
started,bundle,org.eclipse.team.svn.core,1.0.0.I20121013-1700,"org.eclipse.team.svn.core",1375180995521
started,bundle,org.eclipse.team.svn.mylyn,1.0.0.I20120601-1700,"org.eclipse.team.svn.mylyn",1375180995521
started,bundle,org.eclipse.team.svn.ui,1.0.0.I20121013-1700,"org.eclipse.team.svn.ui",1375180995554
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit17,3.0.0.I20121013-1700,"org.polarion.eclipse.team.svn.connector.svnkit17",1375180995554
started,bundle,beaver,3.0.0.1346444146,"beaver",1375180995555
started,bundle,com.aptana.core,3.3.0.1354065847,"com.aptana.core",1375180995555
started,bundle,com.aptana.core.epl,3.0.0.1344341997,"com.aptana.core.epl",1375180995556
started,bundle,com.aptana.filewatcher,3.0.1.1337406272,"com.aptana.filewatcher",1375180995556
started,bundle,com.aptana.scripting,3.0.0.1354821243,"com.aptana.scripting",1375180995557
started,bundle,com.aptana.scripting.ui,3.0.0.1351374534,"com.aptana.scripting.ui",1375180995557
started,bundle,com.aptana.theme,3.0.0.1347655866,"com.aptana.theme",1375180995557
started,bundle,com.aptana.usage,3.0.0.1355795126,"com.aptana.usage",1375180995557
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1375180995558
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1375180995558
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1375180995559
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1375180995559
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1375180995559
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1375180995560
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1375180995560
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1375180995560
started,bundle,org.eclipse.cdt.scripting,1.0.0.201202112006,"org.eclipse.cdt.scripting",1375180995561
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1375180995621
started,bundle,com.obeodesigner.sample.family.design,2.0.0.201301101104,"com.obeodesigner.sample.family.design",1375180995621
started,bundle,fr.obeo.dsl.common,3.3.0.201301111330,"fr.obeo.dsl.common",1375180995621
started,bundle,fr.obeo.dsl.common.ui,2.6.0.201301111330,"fr.obeo.dsl.common.ui",1375180995622
started,bundle,fr.obeo.dsl.designer.ui,6.1.0.201301111419,"fr.obeo.dsl.designer.ui",1375180995622
started,bundle,fr.obeo.dsl.viewpoint,4.1.0.201301111330,"fr.obeo.dsl.viewpoint",1375180995622
started,bundle,fr.obeo.dsl.viewpoint.diagram,4.1.0.201301111330,"fr.obeo.dsl.viewpoint.diagram",1375180995623
started,bundle,fr.obeo.dsl.viewpoint.diagram.sequence,2.0.0.201301111330,"fr.obeo.dsl.viewpoint.diagram.sequence",1375180995623
started,bundle,fr.obeo.dsl.viewpoint.table,3.0.0.201301111330,"fr.obeo.dsl.viewpoint.table",1375180995623
started,bundle,fr.obeo.dsl.viewpoint.tree,1.0.0.201301111330,"fr.obeo.dsl.viewpoint.tree",1375180995624
started,bundle,fr.obeo.dsl.viewpoint.ui,4.1.0.201301111330,"fr.obeo.dsl.viewpoint.ui",1375180995624
started,bundle,fr.obeo.mda.ecore.extender,1.1.0.201301111330,"fr.obeo.mda.ecore.extender",1375180995624
started,bundle,fr.obeo.mda.pim.ecore.design,1.0.0.201301111330,"fr.obeo.mda.pim.ecore.design",1375180995624
started,bundle,fr.obeo.oo15oo.oo19oo,2.1.0.201212171331,"fr.obeo.oo15oo.oo19oo",1375180995624
started,bundle,fr.obeo.oo15oo.oo19oo.oo221oo,2.1.0.201212171331,"fr.obeo.oo15oo.oo19oo.oo221oo",1375180995625
started,bundle,fr.obeo.sample.ecore.interactions.design,1.0.0.201301111330,"fr.obeo.sample.ecore.interactions.design",1375180995625
started,bundle,org.eclipse.emf.codegen.ecore,2.8.1.v20120917-0436,"org.eclipse.emf.codegen.ecore",1375180995625
started,bundle,org.eclipse.emf.common,2.8.0.v20120911-0500,"org.eclipse.emf.common",1375180995625
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120917-0436,"org.eclipse.emf.common.ui",1375180995625
started,bundle,org.eclipse.emf.ecore,2.8.1.v20120911-0500,"org.eclipse.emf.ecore",1375180995625
started,bundle,org.eclipse.emf.ecore.edit,2.8.0.v20120917-0436,"org.eclipse.emf.ecore.edit",1375180995847
started,bundle,org.eclipse.emf.ecore.xmi,2.8.0.v20120911-0500,"org.eclipse.emf.ecore.xmi",1375180995848
started,bundle,org.eclipse.emf.edit,2.8.0.v20120917-0436,"org.eclipse.emf.edit",1375180995848
started,bundle,org.eclipse.emf.edit.ui,2.8.0.v20120917-0436,"org.eclipse.emf.edit.ui",1375180995849
started,bundle,org.eclipse.emf.transaction,1.4.0.v20100331-1738,"org.eclipse.emf.transaction",1375180995849
started,bundle,org.eclipse.emf.validation,1.4.0.v20100428-2315,"org.eclipse.emf.validation",1375180995849
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.6.0.v20120514-1615,"org.eclipse.gmf.runtime.diagram.core",1375180995850
started,bundle,org.eclipse.m2m.atl.adt.ui,3.3.1.v201209061455,"org.eclipse.m2m.atl.adt.ui",1375180995852
started,bundle,org.eclipse.uml2.types,1.0.0.v20120913-1441,"org.eclipse.uml2.types",1375180995852
started,bundle,org.eclipse.uml2.uml,4.0.1.v20120913-1441,"org.eclipse.uml2.uml",1375180995855
started,bundle,org.obeonetwork.dsl.uml2.design,2.1.1.201302201454,"org.obeonetwork.dsl.uml2.design",1375180995855
started,bundle,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.adt",1375180995855
started,bundle,com.android.ide.eclipse.base,22.0.0.v201305140200--675183,"com.android.ide.eclipse.base",1375180995855
os,sysinfo,,,"linux",1375180995857
arch,sysinfo,,,"x86",1375180995857
ws,sysinfo,,,"gtk",1375180995857
locale,sysinfo,,,"en_US",1375180995857
processors,sysinfo,,,"4",1375180995857
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1375180995857
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1375180995857
java.specification.name,sysinfo,,,"Java Platform API Specification",1375180995857
java.specification.vendor,sysinfo,,,"Oracle Corporation",1375180995857
java.specification.version,sysinfo,,,"1.7",1375180995857
java.vendor,sysinfo,,,"Oracle Corporation",1375180995857
java.version,sysinfo,,,"1.7.0_09",1375180995857
java.vm.info,sysinfo,,,"mixed mode",1375180995857
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1375180995857
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1375180995857
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1375180995857
java.vm.specification.version,sysinfo,,,"1.7",1375180995857
java.vm.vendor,sysinfo,,,"Oracle Corporation",1375180995857
java.vm.version,sysinfo,,,"23.5-b02",1375180995857
started,bundle,com.android.ide.eclipse.ddms,22.0.0.v201305140200--675183,"com.android.ide.eclipse.ddms",1375180995914
started,bundle,org.eclipse.vjet.eclipse.debug,0.10.0.201303191704,"org.eclipse.vjet.eclipse.debug",1375180995936
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1375180995951
started,bundle,org.eclipse.dltk.mod.core,0.10.0.201303191704,"org.eclipse.dltk.mod.core",1375180996075
started,bundle,org.eclipse.dltk.mod.debug,0.10.0.201303191704,"org.eclipse.dltk.mod.debug",1375180996082
started,bundle,org.eclipse.vjet.eclipse.javalaunch,0.10.0.201303191704,"org.eclipse.vjet.eclipse.javalaunch",1375180996084
started,bundle,org.eclipse.dltk.mod.launching,0.10.0.201303191704,"org.eclipse.dltk.mod.launching",1375180996101
started,bundle,org.eclipse.dltk.mod.ui,0.10.0.201303191704,"org.eclipse.dltk.mod.ui",1375180996103
started,bundle,org.eclipse.vjet.core.vjodef,0.10.0.201303191704,"org.eclipse.vjet.core.vjodef",1375180996123
started,bundle,org.eclipse.vjet.core.vjotool,0.10.0.201303191704,"org.eclipse.vjet.core.vjotool",1375180996124
started,bundle,org.eclipse.vjet.core.jst,0.10.0.201303191704,"org.eclipse.vjet.core.jst",1375180996125
started,bundle,org.eclipse.vjet.core.jstojava,0.10.0.201303191704,"org.eclipse.vjet.core.jstojava",1375180996148
started,bundle,org.eclipse.vjet.core.util,0.10.0.201303191704,"org.eclipse.vjet.core.util",1375180996150
started,bundle,org.eclipse.vjet.extmod.jsdt,0.10.0.201303191704,"org.eclipse.vjet.extmod.jsdt",1375180996155
started,bundle,org.eclipse.vjet.resource.jsnativetypes,0.10.0.201303191704,"org.eclipse.vjet.resource.jsnativetypes",1375180996398
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1375180996556
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1375180996584
started,bundle,org.eclipse.vjet.extmod.rhino,0.10.0.201303191704,"org.eclipse.vjet.extmod.rhino",1375180996994
started,bundle,org.eclipse.team.svn.revision.graph,1.0.0.I20120601-1700,"org.eclipse.team.svn.revision.graph",1375180996994
started,bundle,org.eclipse.vjet.core.ext,0.10.0.201303191704,"org.eclipse.vjet.core.ext",1375180997125
started,bundle,org.eclipse.vjet.resource.vjolib,0.10.0.201303191704,"org.eclipse.vjet.resource.vjolib",1375180997174
started,bundle,org.eclipse.vjet.core.jsgenshared,0.10.0.201303191704,"org.eclipse.vjet.core.jsgenshared",1375180997497
started,bundle,org.eclipse.vjet.eclipse.core,0.10.0.201303191704,"org.eclipse.vjet.eclipse.core",1375180997528
started,bundle,org.eclipse.vjet.core.jsnative,0.10.0.201303191704,"org.eclipse.vjet.core.jsnative",1375180997806
started,bundle,org.eclipse.vjet.eclipse.ui,0.10.0.201303191704,"org.eclipse.vjet.eclipse.ui",1375180997867
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1375180999330
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1375180999422
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1375180999424
started,bundle,org.python.pydev.debug,2.7.1.2012100913,"org.python.pydev.debug",1375180999606
started,bundle,com.aptana.interactive_console,2.7.1.2012100913,"com.aptana.interactive_console",1375180999624
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1375180999754
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1375180999768
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1375180999768
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1375180999769
started,bundle,org.python.pydev.red_core,2.7.1.2012100913,"org.python.pydev.red_core",1375180999892
started,bundle,com.aptana.ui,3.1.4.1354323185,"com.aptana.ui",1375180999914
started,bundle,com.android.ide.eclipse.traceview,22.0.0.v201305140200--675183,"com.android.ide.eclipse.traceview",1375181002205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375181074464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375181078684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375181365520
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1375181368325
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1375181368332
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1375181368689
closed,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1375181368709
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1375181369085
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1375181369113
closed,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1375181369130
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1375181370274
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1375181370288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375181370694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375181405928
error,log,,,"Unable to create menu item ""com.aptana.terminal.commands.openTerminal"", command ""com.aptana.terminal.commands.openTerminal"" not defined",1375181407102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375181410725
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1375181422855
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1375181422919
started,bundle,org.eclipse.pde,3.7.2.v201202080800,"org.eclipse.pde",1375181422934
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1375181422972
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1375181422974
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1375181423763
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1375181423778
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1375181426559
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1375181426562
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1375181426636
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1375181426639
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1375181426639
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1375181426676
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1375181426725
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1375181426771
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1375181427007
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1375181427187
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1375181427727
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1375181427895
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1375181427896
error,log,,,"SVN: 'Save Authorization Info' operation finished with error",1375181428135
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1375181428387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1375181428431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1375181428431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375181428445
error,log,,,"SVN: 'Save Authorization Info' operation finished with error",1375181428911
error,log,,,"SVN: 'Save Authorization Info' operation finished with error",1375181428912
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1375181428968
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1375181428973
started,bundle,fr.obeo.dsl.viewpoint.table.ui,2.1.0.201301111330,"fr.obeo.dsl.viewpoint.table.ui",1375181429984
started,bundle,fr.obeo.dsl.viewpoint.tree.ui,1.1.0.201301111330,"fr.obeo.dsl.viewpoint.tree.ui",1375181430150
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1375181430273
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1375181430488
started,bundle,org.eclipse.gef,3.8.1.201208200205,"org.eclipse.gef",1375181430544
started,bundle,fr.obeo.dsl.viewpoint.diagram.sequence.ui,2.0.0.201301111330,"fr.obeo.dsl.viewpoint.diagram.sequence.ui",1375181430550
